ID,Title,Content,Excerpt,"Parent Product ID",Sku,"Product Type","Категории товаров","Метки товаров"
3077,"Крепление для зеркал Prime-X - №4","<ul>
<li>
<p>Крепление для штатных зеркал Prime-X - №4 предназначено для фиксации зеркала заднего вида на транспортное средство. Взаимозаменяемо со штатными креплениями;</p>
<ul>
<li>
<p>Список автомобилей, использующих крепление Prime-X - №4:</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p>CHEVROLET<br />Aveo 2003-2006 седан<br />Lacetti 2004-н.в. хетчбек<br />Captiva 2006-2010<br />Epica 2006-2012</p>
<p>GEELY<br />EC8 2010-2013<br />EC8 2013-н.в.</p>
<p>HYUNDAI<br />Accent 2005-2011<br />Genesis 2012-н.в.<br />Getz 2005-2011<br />Elantra 2006-2011<br />H-1/Starex 2007-н.в.<br />i10 2008-2013<br />i20 2008-н.в.<br />i30  2007-2012 универсал<br />i30 2009-2012 хэтчбек<br />Matrix 2005-2010<br />SantaFe 2006-2012<br />Sonata 2008-2010<br />Tucson 2004-н.в.<br />Terracan 2004-2006</p>
<p>MITSUBISHI<br />Outlander 2007-2012<br />Lancer 2007-2011</p>
","<p>Крепление для штатных зеркал Prime-X - №4.</p>
<ul>
<li>CHEVROLET</li>
<li>GEELY</li>
<li>HYUNDAI</li>
<li>MITSUBISHI</li>
</ul>
",0,,simple,"Зеркала>Крепление для зеркал Prime-X",
3081,"Крепление для зеркал Prime-X - №6","<ul>
<li>
<p>Крепление для штатных зеркал Prime-X - №6 предназначено для фиксации зеркала заднего вида на транспортное средство. Взаимозаменяемо со штатными креплениями;</p>
<ul>
<li>
<p>Список автомобилей, использующих крепление Prime-X - №6:</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p>CHEVROLET<br />Cruze 2009-н.в.<br />Orlando 2011-н.в.<br />Epica 2006-2012<br />Sens 2000-2008<br />Lanos 2000-2003</p>
<p>CHERY<br />QQ 2008-н.в.<br />А1 2008 – н.в.<br />V5 2006 – н.в.<br />Tiggo - н.в.</p>
<p>DAEWOO<br />Sens  2000-2008;<br />Lanos KLAT 2000-2003;</p>
","<p>Крепление для штатных зеркал Prime-X - №6.</p>
<ul>
<li>CHEVROLET</li>
<li>CHERY</li>
<li>DAEWOO</li>
</ul>
",0,,simple,"Зеркала>Крепление для зеркал Prime-X",
3085,"Крепление для зеркал Prime-X - №13","<ul>
<li>
<p>Крепление для штатных зеркал Prime-X - №13 предназначено для фиксации зеркала заднего вида на транспортное средство. Взаимозаменяемо со штатными креплениями;</p>
<ul>
<li>
<p>Список автомобилей, использующих крепление Prime-X - №13:</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p>RENAULT</p>
","<p>Крепление для штатных зеркал Prime-X - №13.</p>
<ul>
<li>RENAULT</li>
</ul>
",0,,simple,"Зеркала>Крепление для зеркал Prime-X",
3089,"Крепление для зеркал Prime-X - №27","<ul>
<li>
<p>Крепление для штатных зеркал Prime-X - №27 предназначено для фиксации зеркала заднего вида на транспортное средство. Взаимозаменяемо со штатными креплениями;</p>
<ul>
<li>
<p>Список автомобилей, использующих крепление Prime-X - №27:</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p>SKODA<br />Superb -2013-н.в.</p>
<p>VOLKSWAGEN<br />Golf 5 Golf6<br />Passat CC 2008-20011<br />Passat 2010-2014<br />Touareg 2010-2014</p>
","<p>Крепление для штатных зеркал Prime-X - №27.</p>
<ul>
<li>SKODA</li>
<li>VOLKSWAGEN</li>
</ul>
",0,,simple,"Зеркала>Крепление для зеркал Prime-X",
3093,"Крепление для зеркал Prime-X - №35","<ul>
<li>
<p>Крепление для штатных зеркал Prime-X - №35 предназначено для фиксации зеркала заднего вида на транспортное средство. Взаимозаменяемо со штатными креплениями;</p>
<ul>
<li>
<p>Список автомобилей, использующих крепление Prime-X - №35:</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p>AUDI<br />Q3 2013-н.в.</p>
<p>VOLKSWAGEN</p>
","<p>Крепление для штатных зеркал Prime-X - №35.</p>
<ul>
<li>AUDI</li>
<li>VOLKSWAGEN</li>
</ul>
",0,,simple,"Зеркала>Крепление для зеркал Prime-X",
3097,"Крепление для зеркал Prime-X - №38","<ul>
<li>
<p>Крепление для штатных зеркал Prime-X - №38 предназначено для фиксации зеркала заднего вида на транспортное средство. Взаимозаменяемо со штатными креплениями;</p>
<ul>
<li>
<p>Список автомобилей, использующих крепление Prime-X - №38:</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p>NISSAN</p>
","<p>Крепление для штатных зеркал Prime-X - №38.</p>
<ul>
<li>NISSAN</li>
</ul>
",0,,simple,"Зеркала>Крепление для зеркал Prime-X",
3100,"Крепление для зеркал Prime-X - №40","<ul>
<li>
<p>Крепление для штатных зеркал Prime-X - №40 предназначено для фиксации зеркала заднего вида на транспортное средство. Взаимозаменяемо со штатными креплениями;</p>
<ul>
<li>
<p>Список автомобилей, использующих крепление Prime-X - №40:</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p>VOLKSWAGEN</p>
<p>SKODA</p>
<p>PORSCHE</p>
<p>BENTLEY</p>
","<p>Крепление для штатных зеркал Prime-X - №40.</p>
<ul>
<li>VOLKSWAGEN</li>
<li>SKODA</li>
<li>PORSCHE</li>
<li>BENTLEY</li>
</ul>
",0,,simple,"Зеркала>Крепление для зеркал Prime-X",
3104,"Крепление для зеркал Prime-X - №108","<ul>
<li>
<p>Крепление для штатных зеркал Prime-X - №108 предназначено для фиксации зеркала заднего вида на транспортное средство. Взаимозаменяемо со штатными креплениями;</p>
<ul>
<li>
<p>Список автомобилей, использующих крепление Prime-X - №108:</p>
</li>
</ul>
</li>
</ul>
<p>&nbsp;</p>
<p>RENAULT</p>
","<p>Крепление для штатных зеркал Prime-X - №108.</p>
<ul>
<li>RENAULT</li>
</ul>
",0,,simple,"Зеркала>Крепление для зеркал Prime-X",
3123,"Mонитор Prime-X M-075","<p><strong>Mонитор Prime-X M-075.</strong></p>
<p>Монитор Prime-X M-075 предназначен для установки на грузовики. Как правило, такой монитор устанавливают на приборную панель, закрепив его с помощью двустороннего скотча, или врезают с помощью переходной рамки (в комплекте).</p>
<p>Чаще всего, монитор Prime-X M-075 используют для видео парковки. Необходимо установить камеру заднего вида, и соединить ее с монитором. В случаях, если прокладка видео провода невозможна, в разделе ""аксессуары для камер"" можно приобрести беспроводной трансмиттер видео.</p>
<p style=""text-align: center;""><a href=""http://prime-x.ua/wp-content/uploads/2016/01/050_1.jpg""> </a></p>
<p>Преимущества монитора Prime-X M-075:</p>
<ul style=""list-style-type: circle;"">
<li>питание - 12-24В.</li>
<li>2 способа крепления.</li>
<li>2 видеовхода для камеры заднего и переднего вида.</li>
<li>Размер экрана - 7""</li>
</ul>
<p>Монитор оснащен двумя видеовходами для подключения камеры заднего и переднего вида. Один из видеовходов имеет приоритет (например для камеры заднего вида). Это сделано для того чтобы монитор включался автоматически после включения заднего хода. Монитор автоматически включится при подаче видеосигнала, и автоматически отключится при остановке видеосигнала.</p>
<p>Характеристики:</p>
<ul style=""list-style-type: square;"">
<li>размер (монитора) - 7'' (16:9);</li>
<li>размер корпуса монитора – 17,3*11,3 см;</li>
<li>разрешение - 320*240;</li>
<li>стандарт – PAL/NTSC;</li>
<li>тип экрана - TFT;</li>
<li>AV (CVBS) для подключения камеры заднего вида;</li>
<li>2 видеовхода;</li>
<li>температура использования – -20...+70;</li>
</ul>
<p>В комплект входит:</p>
<ul style=""list-style-type: disc;"">
<li>монитор</li>
<li>переходная рамка</li>
<li>провода для подключения</li>
<li>инструкция</li>
<li>упаковка</li>
</ul>","<p><strong>Mонитор Prime-X M-075.</strong></p>
<p>Характеристики:</p>
<ul style=""list-style-type: square;"">
<li>размер (монитора) - 7'' (16:9);</li>
<li>размер корпуса монитора – 17,3*11,3 см;</li>
<li>разрешение - 320*240;</li>
<li>стандарт – PAL/NTSC;</li>
<li>тип экрана - TFT;</li>
<li>AV (CVBS) для подключения камеры заднего вида;</li>
<li>2 видеовхода;</li>
<li>температура использования – -20...+70;</li>
</ul>",0,,simple,"Для грузовиков|Мониторы",
3130,"Штатное зеркало с видеорегистратором Prime-X S300 Full HD (на штатном креплении)","<p><strong>Зеркало-регистратор Prime-X S300 Full HD.</strong></p>
<p>Штатное зеркало с видеорегистратором Prime-X S300 - предназначено для замены заводского зеркала и имеет дополнительную функцию видеорегистратора. Качество исполнения такого зеркала ничем не отличается от заводских зеркал Toyota, Lexus, BMW и т.д.</p>
<p>После замены штатного зеркала на зеркало Prime-X S300 вы не заметите между ними никакой разницы, и получите функцию встроенного видеорегистратора прямо в зеркале.</p>
<p style=""text-align: center;""><a href=""http://prime-x.ua/wp-content/uploads/2018/03/s300_3.jpg""><img class=""aligncenter size-medium wp-image-3132"" src=""http://prime-x.ua/wp-content/uploads/2018/03/s300_3-300x300.jpg"" alt=""s300_3"" width=""300"" height=""300"" /></a></p>
<p>Преимущества видеорегистратора в зеркале Prime-X S300:</p>
<ul style=""list-style-type: circle;"">
<li>Незаметный видеорегистратор (никто из окружающих не сможет его заметить).</li>
<li>Камера заднего вида для парковки.</li>
<li>Нет необходимости снимать видеорегистратор когда Вы выходите из автомобиля.</li>
<li>Именно на месте зеркала заднего вида, камера видеорегистратора направлена на дорогу под правильным углом обзора, только с этого ракурса Вы получите нужную видеозапись. Саму камеру можно подстроить повернув ее в нужном направлении.</li>
</ul>
<p>Зеркало работает в двух режимах одновременно: видеорегистратор и видеопарковка. При включении камеры заднего вида монитор автоматически включится, и автоматически отключится при отключении видеосигнала, а запатентированная технология зеркального покрытия Prime-X поможет скрыть монитор за зеркальным полотном в выключенном режиме.</p>
<p><a href=""http://prime-x.ua/primex/wp-content/uploads/2015/01/101.jpg""><img class=""aligncenter size-medium wp-image-292"" src=""http://prime-x.ua/primex/wp-content/uploads/2015/01/101-300x300.jpg"" alt=""зеркало"" width=""300"" height=""300"" /></a></p>
<p>Так же, зеркало может работать в режиме записи с двух камер одновременно.</p>
<p>Управление видеорегистратором производится с помощью кнопок на нижней части зеркала. Более детально Вы сможете изучить управление видеорегистратором в инструкции пользователя.</p>
<p><a href=""http://prime-x.ua/wp-content/uploads/2018/03/s300_4.jpg""><img class=""aligncenter size-medium wp-image-3133"" src=""http://prime-x.ua/wp-content/uploads/2018/03/s300_4-300x300.jpg"" alt=""s300_4"" width=""300"" height=""300"" /></a></p>
<p>Камера видеорегистратора регулируется в любом направлении относительно зеркала, для этого необходимо повернуть камеру в нужную Вам сторону.</p>
<p>Установка такого зеркала осуществляется путем замены вашего штатного крепления и займет всего лишь пару минут. Для этого достаточно снять ваше зеркало с креплением со стекла, и на оставшуюся металлическую накладку на вашем стекле - одеть зеркало Prime-X S300, после чего необходимо выполнить подключение камеры заднего вида (и переднего) как показано на рисунке.</p>
<p><a href=""http://prime-x.ua/primex/wp-content/uploads/2014/08/043d_manual.jpg""><img class=""aligncenter size-medium wp-image-255"" src=""http://prime-x.ua/primex/wp-content/uploads/2014/08/043d_manual-300x213.jpg"" alt=""043d_manual"" width=""300"" height=""213"" /></a></p>
<p>В случаях, если прокладка видео провода невозможна, в разделе ""аксессуары для камер"" можно приобрести беспроводной трансмиттер видео.</p>
<p>Зеркало имеет антибликовое покрытие, которое поможет сделать ""ослепляющее"" отображение ярких фар позади идущего автомобиля - более мягким и комфортным для глаз.</p>
<p><a href=""http://prime-x.ua/primex/wp-content/uploads/2014/08/101_2.jpg""><img class=""aligncenter size-medium wp-image-257"" src=""http://prime-x.ua/primex/wp-content/uploads/2014/08/101_2-300x300.jpg"" alt=""101_2"" width=""300"" height=""300"" /></a></p>
<p>Так же обращаем ваше внимание на то, что существуют подобные зеркала, в которых размер монитора всего лишь - 3,5"". Зеркала Prime-X укомплектованы мониторами размером 4,3"".</p>
<p><a href=""http://prime-x.ua/primex/wp-content/uploads/2014/08/101_6.jpg""><img class=""aligncenter size-medium wp-image-258"" src=""http://prime-x.ua/primex/wp-content/uploads/2014/08/101_6-300x300.jpg"" alt=""101_6"" width=""300"" height=""300"" /></a></p>
<p>В наличии - полный ассортимент креплений для всех марок автомобилей.</p>
<p>Характеристики:</p>
<p>параметры зеркала (монитора)</p>
<ul style=""list-style-type: square;"">
<li>размер (монитора) - 4,3'' (16:9);</li>
<li>размер зеркала – 28,0*8,0 см;</li>
<li>разрешение - 480*272;</li>
<li>стандарт – PAL/NTSC;</li>
<li>камера заднего вида;</li>
<li>установка – вместо штатного зеркала;</li>
<li>температура использования – -20...+70;</li>
</ul>
<p>параметры видеорегистратора</p>
<ul style=""list-style-type: square;"">
<li>разрешение - Full HD, 1080P (1920x1080) 30 кадров/сек;</li>
<li>формат видео - Н.264;</li>
<li>микрофон - есть;</li>
<li>динамик - есть;</li>
<li>G-Sensor - есть;</li>
<li>детектор движения;</li>
<li>таймер отключения;</li>
<li>режим охраны;</li>
<li>выход USB - есть;</li>
<li>слот micro SD - есть;</li>
</ul>
<p>В комплект входит:</p>
<ul style=""list-style-type: disc;"">
<li>зеркало-регистратор</li>
<li>камера заднего вида</li>
<li>провода для подключения</li>
<li>штатное крепление</li>
<li>инструкция</li>
<li>упаковка</li>
</ul>","<p><strong>Зеркало-регистратор Prime-X S300 Full HD.</strong></p>
<p>Характеристики:</p>
<p>параметры зеркала</p>
<ul style=""list-style-type: square;"">
<li>размер (монитора) - 4,3'' (16:9);</li>
<li>размер зеркала – 26,5*8,0 см;</li>
<li>разрешение - 480*272;</li>
<li>стандарт – PAL/NTSC;</li>
<li>AV (CVBS) для подключения камеры заднего вида;</li>
<li>установка – вместо штатного зеркала;</li>
<li>температура использования – -20...+70;</li>
</ul>
<p>параметры видеорегистратора</p>
<ul style=""list-style-type: square;"">
<li>разрешение - Full HD, 1080P (1920x1080) 30 кадров/сек;</li>
<li>формат видео - Н.264;</li>
<li>G-Sensor - есть;</li>
<li>детектор движения;</li>
<li>таймер отключения;</li>
<li>режим охраны;</li>
</ul>",0,,simple,"Зеркала>Зеркала с монитором|Зеркала>Зеркало-регистратор",
3180,"Audi A3 (2015-н.в.),  Q3 (2015-н.в.), Q5 (2015-н.в.) / VOLKSWAGEN Polo (2015-н.в.), Multivan T6 (2015-н.в.), Transporter T6 (2015-н.в.), Caravelle (2015-н.в.). Номер ""Prime-X"" CA-1396.","<ul>
<li>
<p>Камера заднего вида, штатная.</p>
<ul>
<li>
<p>Характеристики:</p>
<ul>
<li>сенсор - цветной, SONY CCD;</li>
<li>угол обзора - 170 градусов;</li>
<li>светочувствительность - 0,1 люкс;</li>
<li>разрешение - 728*582 / 728*512;</li>
<li>степень влагозащиты - IP68;</li>
<li>количество TV-линий - 520;</li>
<li>парковочные линии;</li>
<li>PAL/NTSC;</li>
<li>рабочая температура - -30 +70;</li>
<li>длина провода питания - 120 см;</li>
<li>длина провода видео сигнала - 600 см;</li>
<li>размер в упаковке - 13*7*7 см;</li>
<li>вес в упаковке - 230 гр;</li>
</ul>
</li>
</ul>
</li>
</ul>
<p><strong><em>Данная камера совместима с такими моделями:</em></strong></p>
<p><span style=""color: #0000ff;""><strong>VOLKSWAGEN</strong></span><br />-Polo (2015-н.в.)<br />-Multivan T6 (2015-н.в.)<br />-Transporter T6 (2015-н.в.)<br />Caravelle (2015-н.в.)</p>
<p><span style=""color: #0000ff;""><strong>AUDI</strong></span><br />-A3 (2015-н.в.)<br />-Q3 (2015-н.в.)<br />-Q5 (2015-н.в.)</p>
<p>Штатные камеры заднего вида Prime-X предназначены для установки на автомобиль без каких-либо изменений, в штатные места (как правило - на место фонаря подсветки номерного знака).</p>
<p>Штатные камеры Prime-X оснащены цветным сенсором SONY CCD с широким углом обзора. Чаще всего, данную камеру используют для безопасной парковки. На камере предусмотрены парковочные линии, которые можно использовать как дополнительную разметку для парковки.  </p>
<p>Камера начинает работать автоматически, при включении заднего хода.</p>
<p>В случаях несовместимости штатных камер с автомобилем - TM ""Prime-X"" предлагает ряд универсальных камер заднего вида, таких как ""камера в номерной рамке"", ""бабочка"" и так далее.</p>
<p>Камеры Prime-X адаптированы к отечественным погодным условиям. Просты в установке и эксплуатации.</p>
<p>В комплект входит:</p>
<ul style=""list-style-type: disc;"">
<li>камера</li>
<li>провода для подключения</li>
<li>инструкция</li>
<li>упаковка</li>
</ul>","<p><span style=""color: #ff0000;""><strong>5 ПРИЧИН ВЫБРАТЬ ИМЕННО ""PRIME-X"".</strong></span></p>
<ol>
<li><b>Парковка ночью:</b> камеры Prime-x могут работать при минимальной освещенности – 0,1 lux. К примеру лунная ночь – уже 0,3 lux., а свет лампы заднего хода – 30-40 lux.</li>
<li><b>Стеклянный объектив:</b> на камерах Prime-x установлен стеклянный объектив, который не будет царапаться, в отличии от пластикового.</li>
<li><b>Влагозащита:</b> IP68 – максимальный уровень (100% водонепроницаемость).</li>
<li><b>Сенсор (видеокамера):</b> Sony CCD.</li>
<li><b>Гарантия:</b> 2 года.</li>
</ol>",0,,simple,"Камеры>Штатные камеры (задние)",
3184,"""IL Trade"" 1396, AUDI, VOLKSWAGEN","<ul style=""list-style-type: square;"">
<li>
<p>Камера заднего вида, штатная.</p>
<ul>
<li>
<p>Характеристики:</p>
<ul>
<li>сенсор - цветной, CMOS;</li>
<li>угол обзора - 170 градусов;</li>
<li>светочувствительность - 0,2 люкс;</li>
<li>разрешение - 728*582 / 728*512;</li>
<li>степень влагозащиты - IP68;</li>
<li>количество TV-линий - 480;</li>
<li>парковочные линии;</li>
<li>PAL;</li>
<li>рабочая температура - -30 +70;</li>
<li>длина провода питания - 120 см;</li>
<li>длина провода видео сигнала - 600 см;</li>
</ul>
</li>
</ul>
</li>
</ul>
<p><strong><em>Данная камера совместима с такими моделями:</em></strong></p>
<p><span style=""color: #ff4500;""><strong>VOLKSWAGEN</strong></span></p>
<p>Штатные камеры заднего вида IL Trade предназначены для установки на автомобиль без каких-либо изменений, в штатные места (как правило - на место фонаря подсветки номерного знака).</p>
<p>Штатные камеры IL Trade оснащены цветным сенсором CMOS с широким углом обзора. Чаще всего, данную камеру используют для безопасной парковки. На камере предусмотрены парковочные линии, которые можно использовать как дополнительную разметку для парковки.  </p>
<p>Камера начинает работать автоматически, при включении заднего хода.</p>
<p>В случаях несовместимости штатных камер с автомобилем - TM ""IL Trade"" предлагает ряд универсальных камер заднего вида, таких как ""камера в номерной рамке"", ""бабочка"" и так далее.</p>
<p>Камеры IL Trade адаптированы к отечественным погодным условиям. Просты в установке и эксплуатации.</p>
<p>В комплект входит:</p>
<ul style=""list-style-type: disc;"">
<li>камера</li>
<li>провода для подключения</li>
<li>инструкция</li>
<li>упаковка</li>
</ul>
</li>
</ul>","<p>Штатная камера заднего вида IL Trade.</p>
<p>Характеристики:</p>
<p>сенсор - цветной, CMOS;<br /> угол обзора - 170 градусов;<br /> светочувствительность - 0,2 люкс;<br /> разрешение - 728*582 / 728*512;<br /> степень влагозащиты - IP68;<br /> количество TV-линий - 480;<br /> парковочные линии;<br /> PAL;</p>
",0,,simple,"Камеры>Штатные камеры (задние)",
3250,"H1 (5000К) Prime-X Z комплект светодиодных ламп (2 шт.)","<p><strong>Светодиодные лампы Prime-X, серия Z.</strong></p>
<p>Представляем вашему вниманию светодиодные лампы Prime-X серии Z.</p>
<p>Особенностью данных ламп является ряд преимуществ перед галогеном и ксеноном:</p>
<p>Светодиодные лампы Prime-X Z могут быть установлены на любой автомобиль самостоятельно без каких-либо изменений в конструкции фары. А минимальный размер охлаждающей части лампы позволяет спрятать её под крышкой фары. Достаточно просто зафиксировать лампу в фаре и закрыть крышку фары.</p>
<p style=""text-align: center;""><a href=""http://prime-x.ua/wp-content/uploads/2018/07/zledh1_size.jpg""><img class=""aligncenter size-medium wp-image-3254"" src=""http://prime-x.ua/wp-content/uploads/2018/07/zledh1_size-300x300.jpg"" alt=""zledh1_size"" width=""300"" height=""300"" /></a></p>
<p>Благодаря правильному размещению диодов на лампе Prime-X Z и правильно выдержанному фокусному расстоянию - Вы получаете четкую свето-теневую границу, которая максимально освещает просматриваемый вами участок дороги до верхней границы, выше которой свет может ослепить водителя встречного транспортного средства. </p>
<p style=""text-align: center;""><a href=""http://prime-x.ua/wp-content/uploads/2018/07/ledvshal.jpg""><img class=""aligncenter size-medium wp-image-3256"" src=""http://prime-x.ua/wp-content/uploads/2018/07/ledvshal-300x300.jpg"" alt=""ledvshal"" width=""300"" height=""300"" /></a><a href=""http://prime-x.ua/wp-content/uploads/2018/07/lightsample.jpg""><img class=""aligncenter size-medium wp-image-3258"" src=""http://prime-x.ua/wp-content/uploads/2018/07/lightsample-300x300.jpg"" alt=""lightsample"" width=""300"" height=""300"" /></a></p>
<p style=""text-align: left;"">В сравнении с галогеновыми лампами, светодиодная лампа Prime-X Z излучает в 3 раза больше света и обладает увеличенным сроком эксплуатации - 50000 часов против 300 часов галогена.</p>
<p style=""text-align: left;"">Влагозащита ламп - IP67.</p>
<p style=""text-align: left;"">На лампах Prime-X Z используются светодиоды Philips ZES которые способны излучать максимум света при высокой температуре нагрева.</p>
<p style=""text-align: left;"">Алюминиевый корпус лампы охлаждается с помощью бесшумного кулера.</p>
<p style=""text-align: left;"">Розжиг лампы Prime-X Z составляет около 0,1 секунды (моментально).</p>
<p style=""text-align: left;"">Для избежания каких-либо радио помех на лампах установлен EMC фильтр.</p>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;""><strong><em>Характеристики:</em></strong></p>
<ul style=""list-style-type: circle;"">
<li style=""text-align: left;"">рабочее напряжение 9-32 Вольт</li>
<li style=""text-align: left;"">потребляемая мощность - 28 Ватт</li>
<li style=""text-align: left;"">тип диодов - Philips ZES</li>
<li style=""text-align: left;"">влагозащита - IP 67</li>
<li style=""text-align: left;"">материал корпуса - алюминий</li>
<li style=""text-align: left;"">цветовая температура - 5000 К</li>
<li style=""text-align: left;"">система охлаждения - кулер</li>
<li style=""text-align: left;"">гарантия - 1 год</li>
</ul>","<p><strong>Светодиодные лампы Prime-X Z</strong></p>
<p><span style=""color: #ff0000;""><strong>Преимущества:</strong></span></p>
<ul style=""list-style-type: square;"">
<li>возможность самостоятельной установки;</li>
<li>четкая свето-теневая граница;</li>
<li>в 3 раза ярче галогена;</li>
<li>влагозащита - IP 67;</li>
<li>срок эксплуатации - в 160 раз дольше галогена;</li>
<li>моментальный розжиг - 0,1 секунды;</li>
<li>система охлаждения - бесшумный кулер;</li>
<li>EMC фильтр - защита от радио помех;</li>
</ul>",0,,simple,"LED свет>Prime-X серия Z",
3259,"H3 (5000К) Prime-X Z комплект светодиодных ламп (2 шт.)","<p><strong>Светодиодные лампы Prime-X, серия Z.</strong></p>
<p>Представляем вашему вниманию светодиодные лампы Prime-X серии Z.</p>
<p>Особенностью данных ламп является ряд преимуществ перед галогеном и ксеноном:</p>
<p>Светодиодные лампы Prime-X Z могут быть установлены на любой автомобиль самостоятельно без каких-либо изменений в конструкции фары. А минимальный размер охлаждающей части лампы позволяет спрятать её под крышкой фары. Достаточно просто зафиксировать лампу в фаре и закрыть крышку фары.</p>
<p style=""text-align: center;""><a href=""http://prime-x.ua/wp-content/uploads/2018/07/zledh3_size.jpg""><img class=""aligncenter size-medium wp-image-3262"" src=""http://prime-x.ua/wp-content/uploads/2018/07/zledh3_size-300x300.jpg"" alt=""zledh3_size"" width=""300"" height=""300"" /></a></p>
<p>Благодаря правильному размещению диодов на лампе Prime-X Z и правильно выдержанному фокусному расстоянию - Вы получаете четкую свето-теневую границу, которая максимально освещает просматриваемый вами участок дороги до верхней границы, выше которой свет может ослепить водителя встречного транспортного средства. </p>
<p style=""text-align: center;""><a href=""http://prime-x.ua/wp-content/uploads/2018/07/ledvshal.jpg""><img class=""aligncenter size-medium wp-image-3256"" src=""http://prime-x.ua/wp-content/uploads/2018/07/ledvshal-300x300.jpg"" alt=""ledvshal"" width=""300"" height=""300"" /></a><a href=""http://prime-x.ua/wp-content/uploads/2018/07/lightsample.jpg""><img class=""aligncenter size-medium wp-image-3258"" src=""http://prime-x.ua/wp-content/uploads/2018/07/lightsample-300x300.jpg"" alt=""lightsample"" width=""300"" height=""300"" /></a></p>
<p style=""text-align: left;"">В сравнении с галогеновыми лампами, светодиодная лампа Prime-X Z излучает в 3 раза больше света и обладает увеличенным сроком эксплуатации - 50000 часов против 300 часов галогена.</p>
<p style=""text-align: left;"">Влагозащита ламп - IP67.</p>
<p style=""text-align: left;"">На лампах Prime-X Z используются светодиоды Philips ZES которые способны излучать максимум света при высокой температуре нагрева.</p>
<p style=""text-align: left;"">Алюминиевый корпус лампы охлаждается с помощью бесшумного кулера.</p>
<p style=""text-align: left;"">Розжиг лампы Prime-X Z составляет около 0,1 секунды (моментально).</p>
<p style=""text-align: left;"">Для избежания каких-либо радио помех на лампах установлен EMC фильтр.</p>
<p style=""text-align: left;""> </p>
<p style=""text-align: left;""><strong><em>Характеристики:</em></strong></p>
<ul style=""list-style-type: circle;"">
<li style=""text-align: left;"">рабочее напряжение 9-32 Вольт</li>
<li style=""text-align: left;"">потребляемая мощность - 28 Ватт</li>
<li style=""text-align: left;"">тип диодов - Philips ZES</li>
<li style=""text-align: left;"">влагозащита - IP 67</li>
<li style=""text-align: left;"">материал корпуса - алюминий</li>
<li style=""text-align: left;"">цветовая температура - 5000 К</li>
<li style=""text-align: left;"">система охлаждения - кулер</li>
<li style=""text-align: left;"">гарантия - 1 год</li>
</ul>","<p><strong>Светодиодные лампы Prime-X Z</strong></p>
<p><span style=""color: #ff0000;""><strong>Преимущества:</strong></span></p>
<ul style=""list-style-type: square;"">
<li>возможность самостоятельной установки;</li>
<li>четкая свето-теневая граница;</li>
<li>в 3 раза ярче галогена;</li>
<li>влагозащита - IP 67;</li>
<li>срок эксплуатации - в 160 раз дольше галогена;</li>
<li>моментальный розжиг - 0,1 секунды;</li>
<li>система охлаждения - бесшумный кулер;</li>
<li>EMC фильтр - защита от радио помех;</li>
</ul>",0,,simple,"LED свет>Prime-X серия Z",
